-46,65073	-7946,263
-41,98565	-7822,599
-37,32055	-7699,869
-32,65546	-7578,07
-27,99037	-7457,205
-23,32528	-7337,273
-18,66019	-7218,274
-13,9951	-7100,208
-9,330011	-6983,075
-4,664921	-6866,875
0,0001696795	-6751,608
4,66526	-6637,274
9,330351	-6523,874
13,99544	-6411,406
18,66053	-6299,871
23,32562	-6189,27
27,99071	-6079,6
32,6558	-5970,865
37,32089	-5863,062
41,98598	-5756,192
46,65107	-5650,255
51,31617	-5545,252
55,98125	-5441,181
60,64635	-5338,043
65,31143	-5235,839
69,97652	-5134,567
74,64162	-5034,229
79,30671	-4934,823
83,97179	-4836,351
88,63689	-4738,811
93,30198	-4642,205
97,96707	-4546,531
102,6322	-4451,791
107,2972	-4357,983
111,9623	-4265,109
116,6274	-4173,167
121,2925	-4082,159
125,9576	-3992,084
130,6227	-3902,941
135,2878	-3814,732
139,9529	-3727,456
144,618	-3641,113
149,2831	-3555,702
153,9482	-3471,225
158,6133	-3387,681
163,2783	-3305,07
167,9434	-3223,392
172,6085	-3142,646
177,2736	-3062,835
181,9387	-2983,956
186,6038	-2906,01
191,2689	-2828,997
195,934	-2752,917
200,5991	-2677,769
205,2641	-2603,555
209,9292	-2530,274
214,5943	-2457,927
219,2594	-2386,512
223,9245	-2316,031
228,5895	-2246,482
233,2546	-2177,866
237,9197	-2110,184
242,5847	-2043,434
247,2498	-1977,618
251,9149	-1912,734
256,58	-1848,784
261,245	-1785,766
265,9101	-1723,682
270,5751	-1662,531
275,2402	-1602,312
279,9053	-1543,027
284,5703	-1484,674
289,2354	-1427,255
293,9005	-1370,769
298,5656	-1315,216
303,2306	-1260,595
307,8957	-1206,908
312,5608	-1154,153
317,2258	-1102,332
321,8909	-1051,444
326,556	-1001,489
331,221	-952,4664
335,8861	-904,3772
340,5512	-857,221
345,2162	-810,9977
349,8813	-765,7076
354,5464	-721,3503
359,2115	-677,9262
363,8765	-635,435
368,5416	-593,8769
373,2066	-553,2518
377,8717	-513,5596
382,5368	-474,8005
387,2018	-436,9744
391,8669	-400,0814
396,532	-364,1213
401,1971	-329,0942
405,8621	-295,0002
410,5272	-261,8391
415,1923	-229,6111
419,8573	-198,3161
424,5224	-167,9541
429,1875	-138,5251
433,8525	-110,0292
438,5176	-82,46619
443,1826	-55,83624
447,8477	-30,13929
452,5128	-5,375374
457,1779	18,45555
461,8429	41,35343
466,508	63,31833
471,1731	84,3502
475,8381	104,4491
480,5032	123,6149
485,1683	141,8477
489,8333	159,1476
494,4984	175,5144
499,1635	190,9482
503,8286	205,449
508,4936	219,0168
513,1587	231,6515
517,8238	243,3533
522,4888	254,122
527,1539	263,9578
531,819	272,8605
536,4841	280,8302
541,1492	287,8669
545,8142	293,9705
550,4793	299,1411
555,1443	303,3788
559,8094	306,6834
564,4745	309,055
569,1396	310,4936
573,8047	310,9992
578,4697	310,5717
583,1348	309,2113
587,7999	306,9178
592,465	303,6913
597,13	299,5318
601,7951	294,4393
606,4601	288,4138
611,1252	281,4553
615,7903	273,5637
620,4554	264,7391
625,1205	254,9815
629,7855	244,2909
634,4506	232,6673
639,1157	220,1107
643,7808	206,6211
648,4458	192,1984
653,1109	176,8427
657,776	160,554
662,441	143,3323
667,1061	125,1776
671,7712	106,0898
676,4363	86,06913
681,1013	65,11533
685,7664	43,22858
690,4315	20,4088
695,0966	-3,343979
699,7616	-28,02977
704,4267	-53,64857
709,0917	-80,20039
713,7568	-107,6852
718,4219	-136,1031
723,087	-165,4539
