-99,99999	8343,273
-90	7793,697
-80,00002	7269,5
-70,00002	6770,083
-60,00003	6294,847
-50,00004	5843,19
-40,00005	5414,514
-30,00006	5008,217
-20,00007	4623,7
-10,00008	4260,363
-8,773804E-05	3917,607
9,999903	3594,83
19,99989	3291,433
29,99988	3006,816
39,99987	2740,379
49,99986	2491,522
59,99986	2259,645
69,99985	2044,148
79,99983	1844,431
89,99982	1659,894
99,99982	1489,937
109,9998	1333,96
119,9998	1191,362
129,9998	1061,545
139,9998	943,908
149,9998	837,8508
159,9998	742,7736
169,9998	658,0764
179,9998	583,1591
189,9998	517,4219
199,9998	460,2647
209,9998	411,0876
219,9998	369,2904
229,9998	334,2733
239,9998	305,4362
249,9998	282,1791
259,9998	263,902
269,9998	250,0049
279,9998	239,8878
289,9998	232,9508
299,9998	228,5938
309,9998	226,2167
319,9998	225,2197
329,9998	225,0027
339,9998	224,9657
349,9998	224,5087
359,9998	223,0317
369,9998	219,9348
379,9998	214,6178
389,9998	206,4809
399,9998	194,9239
409,9998	179,347
419,9998	159,1501
429,9998	133,7332
439,9998	102,4963
449,9998	64,8394
459,9998	20,16251
469,9998	-32,13437
479,9998	-92,65125
489,9998	-161,9881
499,9998	-240,745
509,9998	-329,5219
519,9998	-428,9187
529,9999	-539,5355
539,9999	-661,9724
549,9998	-796,829
559,9998	-944,7057
569,9998	-1106,202
579,9998	-1281,919
589,9998	-1472,455
599,9998	-1678,412
609,9998	-1900,388
619,9998	-2138,985
629,9998	-2394,801
639,9998	-2668,438
649,9998	-2960,494
659,9998	-3271,57
669,9998	-3602,266
679,9997	-3953,182
689,9997	-4324,918
699,9997	-4718,074
709,9997	-5133,25
719,9997	-5571,046
729,9997	-6032,062
739,9997	-6516,898
749,9997	-7026,154
759,9996	-7560,43
